pair_id,match_mode,r1_session,r2_session,r1_date,r2_date,r1_n_before,r2_n_before,n_retained_each,r1_retain_fraction,r2_retain_fraction,direction_r1,direction_r2,within_tolerance,requested_tolerance,minimum_trials,r1_neural_mean_before,r2_neural_mean_before,neural_gap_before,r1_neural_mean_after,r2_neural_mean_after,neural_gap_after,neural_wasserstein_before,neural_wasserstein_after,r1_position_mean_before,r2_position_mean_before,position_gap_before,r1_position_mean_after,r2_position_mean_after,position_gap_after,position_wasserstein_before,position_wasserstein_after
35,neural,TSAL20250811_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250811,20250829,86,95,40,0.46511627906976744,0.42105263157894735,adaptive,adaptive,True,0.1,40,0.514410950145457,0.8623892010399029,0.5054883972737119,0.6076228700233562,0.6122997163585372,0.007667447733797228,0.3479782508944459,0.013474089864818043,2.062476061429015,1.7066157425394428,0.18883080455344103,2.925287614691151,1.3042296530032362,0.7665451440852459,0.3823811289861475,1.6210689656630024
35,position,TSAL20250811_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250811,20250829,86,95,40,0.46511627906976744,0.42105263157894735,adaptive,adaptive,True,0.1,40,0.514410950145457,0.8623892010399029,0.5054883972737119,0.5673530748025908,0.9072847384495196,0.46103749760391183,0.3479782508944459,0.3399316636469286,2.062476061429015,1.7066157425394428,0.18883080455344103,2.5065336385061103,2.5065581429493955,9.776179792204983e-06,0.3823811289861475,0.8684733050682935
35,joint,TSAL20250811_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250811,20250829,86,95,40,0.46511627906976744,0.42105263157894735,joint,joint,True,0.1,40,0.514410950145457,0.8623892010399029,0.5054883972737119,0.6012445689466629,0.6264677782275127,0.0410897704806928,0.3479782508944459,0.025440950815522154,2.062476061429015,1.7066157425394428,0.18883080455344103,2.048615100700161,1.9722724828008673,0.03797301780460191,0.3823811289861475,1.049895943392854
36,neural,TSAL20250811_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250811,20250830,86,79,40,0.46511627906976744,0.5063291139240507,adaptive,adaptive,True,0.1,40,0.514410950145457,0.7607158166146287,0.38632216480718545,0.6025319138096594,0.6025367720421325,8.062996790359392e-06,0.24630486646917166,0.017303116819164896,2.062476061429015,2.6436476124827157,0.24698524362009844,2.8858084945855302,1.4901999311719347,0.6378454644643526,1.7311931399269171,1.6521482611454004
36,position,TSAL20250811_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250811,20250830,86,79,40,0.46511627906976744,0.5063291139240507,adaptive,adaptive,True,0.1,40,0.514410950145457,0.7607158166146287,0.38632216480718545,0.5649097455969891,0.7824007705084242,0.32285211510130984,0.24630486646917166,0.21749102491143502,2.062476061429015,2.6436476124827157,0.24698524362009844,2.6666852387952424,2.666703041163161,6.675819191856591e-06,1.7311931399269171,2.403205552136456
36,joint,TSAL20250811_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250811,20250830,86,79,40,0.46511627906976744,0.5063291139240507,joint,joint,True,0.1,40,0.514410950145457,0.7607158166146287,0.38632216480718545,0.6013791737634544,0.6016580636102697,0.00046364291669669604,0.24630486646917166,0.011653845905995908,2.062476061429015,2.6436476124827157,0.24698524362009844,2.090180448280411,2.0906464231490314,0.00022291038732292337,1.7311931399269171,1.7715479184763363
37,neural,TSAL20250812_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250812,20250828,76,90,40,0.5263157894736842,0.4444444444444444,adaptive,adaptive,False,0.1,40,0.4996233072815026,0.8688595485308579,0.5396285962678996,0.5704784743117421,0.6786289350743886,0.1731643891469615,0.3692362412493553,0.10827568815119938,1.7866628573470282,3.269424634620207,0.5865253635855349,2.3595171938572124,2.6718999739127667,0.12417287998164875,1.482761777273179,0.6099570548679207
37,position,TSAL20250812_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250812,20250828,76,90,40,0.5263157894736842,0.4444444444444444,adaptive,adaptive,True,0.1,40,0.4996233072815026,0.8688595485308579,0.5396285962678996,0.5149751406818626,0.8628725266481587,0.5049867183655332,0.3692362412493553,0.34789738596629616,1.7866628573470282,3.269424634620207,0.5865253635855349,2.330718931791376,2.3307121920781007,2.891692742583055e-06,1.482761777273179,0.3661691236676549
37,joint,TSAL20250812_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250812,20250828,76,90,40,0.5263157894736842,0.4444444444444444,joint,joint,False,0.1,40,0.4996233072815026,0.8688595485308579,0.5396285962678996,0.5704784743117421,0.6786289350743886,0.1731643891469615,0.3692362412493553,0.10827568815119938,1.7866628573470282,3.269424634620207,0.5865253635855349,2.3595171938572124,2.6718999739127667,0.12417287998164875,1.482761777273179,0.6099570548679207
38,neural,TSAL20250812_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250812,20250829,76,95,40,0.5263157894736842,0.42105263157894735,adaptive,adaptive,True,0.1,40,0.4996233072815026,0.8623892010399029,0.5326909871121321,0.5704784743117421,0.6122997163585372,0.07071696515319577,0.3627658937584003,0.04439983804334522,1.7866628573470282,1.7066157425394428,0.04582921889492976,2.3595171938572124,1.3042296530032362,0.5760701189047911,0.3695720710790156,1.0553317995389935
38,position,TSAL20250812_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250812,20250829,76,95,40,0.5263157894736842,0.42105263157894735,adaptive,adaptive,True,0.1,40,0.4996233072815026,0.8623892010399029,0.5326909871121321,0.5239783594841314,0.9039849403179645,0.5322357806905806,0.3627658937584003,0.38000658083383304,1.7866628573470282,1.7066157425394428,0.04582921889492976,2.546681327126911,2.5467485185725653,2.6383575582654334e-05,0.3695720710790156,0.6674583720776404
38,joint,TSAL20250812_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250812,20250829,76,95,40,0.5263157894736842,0.42105263157894735,joint,joint,False,0.1,40,0.4996233072815026,0.8623892010399029,0.5326909871121321,0.5540383289647639,0.6249179641269488,0.12024132799072484,0.3627658937584003,0.07096015368151726,1.7866628573470282,1.7066157425394428,0.04582921889492976,1.71456852059619,1.5594691063633626,0.09474504077514902,0.3695720710790156,0.16098922056042514
39,neural,TSAL20250812_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250812,20250830,76,79,40,0.5263157894736842,0.5063291139240507,adaptive,adaptive,True,0.1,40,0.4996233072815026,0.7607158166146287,0.41432104166694683,0.5704784743117421,0.5947430319594136,0.04164797425567752,0.2610925093331261,0.03402991536385433,1.7866628573470282,2.6436476124827157,0.38687345321359445,2.3595171938572124,0.7777521746477718,1.008370549936683,1.7240861480792313,1.5817897366473919
39,position,TSAL20250812_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250812,20250830,76,79,40,0.5263157894736842,0.5063291139240507,adaptive,adaptive,True,0.1,40,0.4996233072815026,0.7607158166146287,0.41432104166694683,0.5414709787923174,0.7184127073411702,0.28088581588333295,0.2610925093331261,0.1771716084613528,1.7866628573470282,2.6436476124827157,0.38687345321359445,2.524835812993769,2.5247966739688397,1.5501732068826718e-05,1.7240861480792313,1.8307986780713945
39,joint,TSAL20250812_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250812,20250830,76,79,40,0.5263157894736842,0.5063291139240507,joint,joint,True,0.1,40,0.4996233072815026,0.7607158166146287,0.41432104166694683,0.5690655743079032,0.6015571231960326,0.05551156484050695,0.2610925093331261,0.03740170091388571,1.7866628573470282,2.6436476124827157,0.38687345321359445,2.184241791140743,2.0785885917625926,0.04956950658974696,1.7240861480792313,1.6699712420587114
40,neural,TSAL20250813_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250813,20250828,58,90,40,0.6896551724137931,0.4444444444444444,adaptive,adaptive,True,0.1,40,0.6651459824564661,0.8688595485308579,0.2655969120832006,0.7080893122653171,0.7080889983843233,4.4327891693101073e-07,0.20374868693389425,0.009811168452787351,1.5388619372861956,3.269424634620207,0.7198251067002744,1.7210813079859282,2.297586694996287,0.28691366720641753,1.7305626973340114,0.5765053870103586
40,position,TSAL20250813_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250813,20250828,58,90,40,0.6896551724137931,0.4444444444444444,adaptive,adaptive,True,0.1,40,0.6651459824564661,0.8688595485308579,0.2655969120832006,0.6805355093809781,0.886934037975475,0.26335252119263086,0.20374868693389425,0.2064447987571915,1.5388619372861956,3.269424634620207,0.7198251067002744,1.979488260752562,1.9794534810240383,1.757021486656557e-05,1.7305626973340114,0.340201428106937
40,joint,TSAL20250813_0830_staticAndStaticFree001,TSAL20250828_0830_interferenceAndInterferenceFree001,20250813,20250828,58,90,40,0.6896551724137931,0.4444444444444444,joint,joint,True,0.1,40,0.6651459824564661,0.8688595485308579,0.2655969120832006,0.6997751371157392,0.6997695037700752,8.0502550608065e-06,0.20374868693389425,0.01561991826580458,1.5388619372861956,3.269424634620207,0.7198251067002744,1.8632504878484444,1.8629111709559287,0.00018212676936004367,1.7305626973340114,0.09857915768048882
41,neural,TSAL20250813_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250813,20250829,58,95,40,0.6896551724137931,0.42105263157894735,adaptive,adaptive,True,0.1,40,0.6651459824564661,0.8623892010399029,0.2582503116320603,0.6904622291456938,0.6904621542013816,1.08542238958682e-07,0.19724594250928382,0.023958554929421654,1.5388619372861956,1.7066157425394428,0.10337695821852622,1.583953418332782,1.3929727741650986,0.12830727523508753,0.31429364793812486,0.30811618493470294
41,position,TSAL20250813_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250813,20250829,58,95,40,0.6896551724137931,0.42105263157894735,adaptive,adaptive,True,0.1,40,0.6651459824564661,0.8623892010399029,0.2582503116320603,0.6777228047411921,0.9103458863436219,0.2929635007708947,0.19724594250928382,0.2328862333455572,1.5388619372861956,1.7066157425394428,0.10337695821852622,1.9893577794365869,1.989290620238249,3.375980563820302e-05,0.31429364793812486,0.771949869865892
41,joint,TSAL20250813_0830_staticAndStaticFree001,TSAL20250829_0830_interferenceAndInterferenceFree001,20250813,20250829,58,95,40,0.6896551724137931,0.42105263157894735,joint,joint,True,0.1,40,0.6651459824564661,0.8623892010399029,0.2582503116320603,0.6869237808635407,0.686938552171495,2.1503330572753284e-05,0.19724594250928382,0.016072914163795343,1.5388619372861956,1.7066157425394428,0.10337695821852622,1.6294043748831042,1.629298433576402,6.502053910969796e-05,0.31429364793812486,0.293948714228109
42,neural,TSAL20250813_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250813,20250830,58,79,40,0.6896551724137931,0.5063291139240507,adaptive,adaptive,True,0.1,40,0.6651459824564661,0.7607158166146287,0.13405202975551134,0.6731920582051771,0.6731807449643238,1.680551007375895e-05,0.09558462051219695,0.028203280215698765,1.5388619372861956,2.6436476124827157,0.5282884173008336,1.4265373779981096,2.1321131560094733,0.3965412008111837,1.6654607731505726,1.152097456184895
42,position,TSAL20250813_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250813,20250830,58,79,40,0.6896551724137931,0.5063291139240507,adaptive,adaptive,True,0.1,40,0.6651459824564661,0.7607158166146287,0.13405202975551134,0.6710040969006481,0.761202027109237,0.12595663249372666,0.09558462051219695,0.09019793020858907,1.5388619372861956,2.6436476124827157,0.5282884173008336,1.9718017022732592,1.9717999171505516,9.053260851001277e-07,1.6654607731505726,1.5163154895797333
42,joint,TSAL20250813_0830_staticAndStaticFree001,TSAL20250830_0830_interferenceAndInterferenceFree001,20250813,20250830,58,79,40,0.6896551724137931,0.5063291139240507,joint,joint,True,0.1,40,0.6651459824564661,0.7607158166146287,0.13405202975551134,0.6788998850361618,0.6790452710243614,0.00021412645061653107,0.09558462051219695,0.02358241415627057,1.5388619372861956,2.6436476124827157,0.5282884173008336,2.0322006984915197,2.031756473470363,0.0002186169796382265,1.6654607731505726,1.5219973623302208
